Date,Title
2012/02/13,"WRAPUP 2-Google gets US, EU nod to buy Motorola Mobility"
2012/02/13,"Google gets U.S., EU nod to buy Motorola Mobility"
2012/02/13,Microsoft India store down after hackers take user data
2012/02/13,Microsoft India store down after hackers apparently show user data
2012/02/15,Bill Gates backs SEC's proposal for resource extraction cos
2012/02/15,"Factbox: Apple shares, a market darling, reach all-time high"
2012/02/16,Intellectual Ventures sues three U.S. mobile telcos
2012/02/16,Intellectual Ventures sues three US mobile telcos
2012/02/16,"Microsoft’s msnNOW targets hot news, gossip"
2012/02/16,US STOCKS-Best day in two weeks lifts S&P to 9-mo high
2012/02/16,US STOCKS-Best day in two weeks pushes S&P to 9-mo high
2012/02/22,Dell shares fall on weak sales forecast
2012/02/22,California Attorney General reaches accord on privacy issue
2012/02/22,Getjar seeks share of Android app payments
2012/02/24,Microsoft rally brings likely hedges against sharp reversal
2012/02/24,Telcos squeezed as consumers go mad for mobile Web
2012/02/24,Dropbox heats up cloud battle with photo upload feature
2012/02/27,Yahoo threatens Facebook as social media patent war looms
2012/02/27,Nokia unveils cheaper Windows smartphone
2012/02/28,NEWSMAKER-Microsoft's next Steve: Windows boss faces biggest test
2012/02/28,Microsoft's next Steve: Windows boss faces biggest test
2012/02/28,Microsoft joins Google+ dispute in EU: sources
2012/02/28,Yahoo threatens Facebook as patent war looms
2012/02/28,Yahoo activist hasn’t yet earned four board seats
2012/02/29,FEATURE-The battle's on for control of the video dial tone
2012/02/29,The battle's on for control of the video dial tone
2012/02/29,Microsoft unveils Windows 8 for public test
2012/03/01,HOW TO PLAY IT: Value plays as Nasdaq touches 12-year high
2012/03/01,Value plays as Nasdaq touches 12-year high
2012/03/01,Microsoft hires ex-FTC Google expert as lobbyist
2012/03/04,Business leaders urge UK to reconsider Heathrow expansion-report
2012/03/05,Businesses urge UK to re-think Heathrow runway plans
2012/03/06,Siemens Enterprise Communications plans IPO by end 2012
2012/03/06,Bill Gates company starts music service for pros
2012/03/06,Intel sees more than 10 pct sales boost in Germany
2012/03/07,Former top Microsoft exec says world is over the PC
2012/03/07,"Analysis: Slow, steady tops fast trading on Wall Street"
2012/03/08,Roku seeks funding for international expansion
2012/03/12,Facebook’s underwriter friends are cheap insurance
2012/03/15,SAP aims to become major database software maker
2012/03/16,Microsoft says hacking code could have leaked
2012/03/18,Qualcomm shares could rise 30 percent: Barron's
2012/03/20,Apple widens its lead in survey of app developers
2012/03/21,Chrome wins weekend browser battle with IE: report
2012/03/21,Paul Allen gives $300 million to expand brain research
2012/03/26,Microsoft seizes servers in Zeus cyberfraud
2012/03/28,Nokia says aims to sell Windows phones via all China carriers
2012/03/28,Nokia says Windows smartphones to reach China in April
2012/03/28,ADR REPORT-Brazilian bank shares fall in New York
2012/03/30,"EU's Almunia: may probe Motorola, Apple, Microsoft dispute"
2012/04/01,Buffett delivers news and a tune at U.S. press club show
2012/04/01,Buffett delivers news and a tune at Omaha press club show
2012/04/02,"Way to make waves: Apple analyst puts $1,001 out there"
2012/04/02,Loeb's hedge fund launches site in war with Yahoo
2012/04/02,Buffett delivers news and a tune at press club show
2012/04/03,Facebook launches patent counterattack against Yahoo
2012/04/03,TripAdvisor complains about Google to EU regulators
2012/04/03,BlackBerry maker RIM sued by NXP over patents
2012/04/04,Apple and Microsoft v. Google: patent war shifts to antitrust
2012/04/06,Pressure builds for Augusta golf club to bend ban on women
2012/04/09,US STOCKS-Wall St falls on weak jobs data but indexes off lows
2012/04/11,Nokia flagship smartphone's materials cost $209-IHS
2012/04/11,Nokia flagship smartphone's materials cost $209: IHS
2012/04/11,"Nokia flagship smartphone has bug, setback to US ambitions"
2012/04/11,U.S. judge backs Microsoft in Motorola patent dispute
2012/04/11,Nokia launches first NFC Windows Phone
2012/04/11,"Wavii delivers morsels of news, five words at a time"
2012/04/11,"CORRECTED-Wavii delivers morsels of news, five words at a time"
2012/04/11,BBH Core Select fund picks Microsoft over Apple
2012/04/11,REFILE-Nokia launches first NFC Windows Phone
2012/04/11,Stern Advice: Apple is bigger than my brain
2012/04/11,Apple works on Mac malware fix but takes heat
2012/04/12,Microsoft wins its biggest cloud computing client
2012/04/13,Astounding Seattle TRO ruling could remake smartphone wars
2012/04/14,Nokia says fixed flagship smartphone software bug
2012/04/15,Seoul shares fall as eurozone debt worries bite
2012/04/16,Nokia hits new low as Moody's cuts rating
2012/04/17,"Yahoo cfo: search revenue flat to up in q2, display returns to mid-single digit growth"
2012/04/17,AOL CEO Armstrong's compensation dropped in 2011
2012/04/18,Analysis: Apple results loom large for tech: and the market
2012/04/19,"Microsoft beats Street profit view, shares up"
2012/04/19,Instant View: Microsoft hitches ride on resilient PC market
2012/04/19,Nokia promises further cost cuts after Q1 loss
2012/04/19,U.S. stock futures signal higher Wall St open
2012/04/19,"US STOCKS-Wall St drops on weak data, Qualcomm weighs"
2012/04/19,"Wall Street falls on weak data, Qualcomm drags"
2012/04/19,"US STOCKS-Wall St falls on weak data, Qualcomm drags"
2012/04/20,Microsoft rises as better PC sales boost profit
2012/04/20,US STOCKS SNAPSHOT-Earnings lift Wall St at open
2012/04/20,"US STOCKS-Earnings lift Wall St but tech, banks weigh"
2012/04/20,US STOCKS-Wall St jumps on solid corporate earnings
2012/04/20,GLOBAL MARKETS-Wall St opens up after 2-day loss; bonds down
2012/04/20,US SMALL/MIDCAPS-Solid earnings give boost to stocks
2012/04/20,GLOBAL MARKETS-Wall St rises after 2-day loss; bonds down
2012/04/23,Microsoft infringes Motorola Mobility patents: ITC judge
2012/04/23,Microsoft infringes MMI patents -US trade judge
2012/04/23,Facebook pays Microsoft $550 million for AOL patents
2012/04/24,Facebook deals may add week to IPO timing: source
2012/04/24,Olympic torch wins UK Design of the Year 2012 award
2012/04/24,Facebook deals may add a week to IPO timing: source
2012/04/24,Facebook deals may add week to IPO timing -source
2012/04/25,"Lawsuit in NYC vs China, Baidu asks $17.44 mln"
2012/04/25,"Plaintiffs seek $17.4 million in NYC vs China, Baidu lawsuit"
2012/04/30,"Microsoft buys Nook stake, Barnes & Noble shares soar"
2012/04/30,Microsoft eyes tablet lift via Barnes & Noble deal
2012/04/30,Microsoft enters the e-book wars
2012/04/30,Stocks fall on soft economic data
2012/05/01,"Fund fighting killer diseases cuts jobs, to focus on 20 countries"
2012/05/02,Court bans Microsoft products from German market
2012/05/02,"CORRECTED: Fund fighting killer diseases cuts jobs, to focus on 20 countries"
2012/05/02,"CORRECTED-Fund fighting killer diseases cuts jobs, to focus on 20 countries"
2012/05/03,Jana sells 1 million of its Barnes & Noble shares
2012/05/03,CORRECTED-UPDATE 1-Nokia promises new products to exasperated investors
2012/05/03,Nokia defends strategy to exasperated investors
2012/05/03,"Google, authors go head to head over digital books"
2012/05/03,Samsung unwraps latest Galaxy rival to iPhone
2012/05/03,Jana sells 1 mln of its Barnes & Noble shares
2012/05/06,Nokia's woes might call for Microsoft aid
2012/05/06,DEALTALK-Nokia's woes might call for Microsoft aid
2012/05/08,Liberty Media gets option to up Sirius XM stake
2012/05/09,"AOL beats Street, plans big return to shareholders"
2012/05/09,Digital River extends distribution deal with Microsoft
2012/05/15,AMD's CEO catches Intel's wave of sleek laptops
2012/05/18,Worries mount as Nokia burns through cash
2012/05/21,"Ex-Yahoo director, fund manager made illegal trades: U.S."
2012/05/21,"Ex-Yahoo director, fund manager made illegal trades: US"
2012/05/21,EU offers Google last chance in antitrust case
2012/05/21,EU's Almunia offers Google chance to settle antitrust case
2012/05/23,Dell's strategy questioned as shares dive
2012/05/23,One reason for Facebook IPO mess: Zuck didn’t care
2012/05/23,"You say princelings, I say elite corps of investment bankers"
2012/05/24,Huawei seeks EU action against InterDigital patent fees
2012/05/25,Italy's RCS picks Microsoft exec for turnaround
2012/05/25,NBC may buy Microsoft's MSNBC.com stake
2012/05/30,Factbox: RIM: What are its businesses really worth?
2012/05/31,Microsoft appears on track for autumn Windows 8
2012/05/31,"Google accuses Microsoft, Nokia of mobile collusion"
2012/06/01,Nokia: Android phones have major patent issues
2012/06/01,Nokia hits back at Google in latest patent war tussle
2012/06/04,Acer says no plans to launch non-tablet devices on ARM
2012/06/04,Flame exploits Windows bug to attack PCs
2012/06/04,Microsoft to let Xbox hook up with mobile devices
2012/06/05,"Nintendo pins hopes on holiday-ready ""Wii U"""
2012/06/05,Flame virus prompts Microsoft to boost Windows security
2012/06/07,"Facebook, Microsoft said shopping Manhattan space"
2012/06/07,Google keeps EU regulator waiting on concessions
2012/06/07,"Lowered outlook, new Apple fight send HTC shares to 2-year low"
2012/06/08,Nokia shares jump 6 percent amid buyout rumors
2012/06/10,"Analysis: Stakes high as ""Wintel"" puts all its chips on Windows 8"
2012/06/11,INSIGHT-Google goes softly-softly on European antitrust
2012/06/11,Insight: Google goes softly-softly on European antitrust
2012/06/12,ARM says Intel is no threat in smartphones
2012/06/13,CORRECTED-Barnes & Noble's Riggio settles shareholder suit
2012/06/13,Barnes & Noble's Riggio settles shareholder suit
2012/06/14,TAKE-A-LOOK-Troubles mount at Nokia
2012/06/14,Canada's Alpha sees its future as Nasdaq of north
2012/06/14,Nokia retains the power to shock
2012/06/15,"Moody's cuts Nokia to ""junk"" on fears of cash burn"
2012/06/15,Call app could lift Facebook sales: VoIP firm Rebtel
2012/06/15,Call app could lift Facebook sales -VoIP firm Rebtel
2012/06/17,Index Ventures raises 350 mln euro tech fund
2012/06/17,Microsoft nears deal to buy Yammer: source
2012/06/18,Microsoft announces Surface tablet
2012/06/18,US STOCKS- Futures fade as enthusiasm over Greek vote wanes
2012/06/18,Factbox: Microsoft's Surface takes on Apple's iPad
2012/06/18,US STOCKS-Futures fade as enthusiasm over Greek vote wanes
2012/06/19,Microsoft kept PC partners in dark about Surface
2012/06/19,REFILE-Microsoft kept PC partners in dark about Surface
2012/06/19,Oracle results ease IT spending worries
2012/06/19,Apple supplier Imagination hit by competition fears
2012/06/20,Microsoft says new phone software closer to Windows 8
2012/06/20,Microsoft brings phone software closer to Windows
2012/06/20,Scratching the Surface: When is a tablet not a tablet?
2012/06/20,"Nuance combines keyboard, voice for Android"
2012/06/20,Oracle CEO Larry Ellison buys Hawaii's sixth-largest island
2012/06/20,"Red Hat forecasts weak second quarter, shares fall"
2012/06/21,Microsoft may be making own phone: analyst
2012/06/21,Texas demands Google cough up docs in antitrust probe
2012/06/21,Red Hat shares fall on weak results
2012/06/21,Microsoft may be making own phone -analyst
2012/06/22,Tech cash piles can be a sucker's bet: fund managers
2012/06/24,RIM considers splitting business in two -paper
2012/06/24,RIM considers splitting business in two: paper
2012/06/27,EU court cuts Microsoft antitrust fine slightly
2012/06/27,Gunmen set fire to Microsoft's Greek HQ
2012/06/27,Microsoft attack puts spotlight on Greek tensions
2012/06/27,Blue Jeans Network wants video meetings to be commonplace
2012/06/27,Judge halts U.S. sales of Samsung Galaxy Tab
2012/06/27,"Microsoft loses EU battle, fine trimmed by 4.3 percent"
2012/06/28,AOL uses Dutch auction to return some patent money
2012/06/28,Greek bank worker plunges to death from Acropolis
2012/06/28,"Google enters the tablet wars with a small, safe bet"
2012/06/29,Factbox: Crunch time for Google as EU deadline looms
2012/06/29,U.S. trade panel remands Motorola Mobility case
2012/06/29,Trade panel remands Motorola Mobility case
2012/06/29,US trade panel remands Motorola Mobility case
2012/06/29,Greek militant group claims Microsoft attack
2012/07/02,"Microsoft takes $6.2 billion charge, slows Internet hopes"
2012/07/02,Google offers to settle EU antitrust probe
2012/07/03,Will Microsoft learn through self-flagellation?
2012/07/03,CANADA STOCKS-TSX may open higher as commodities rise
2012/07/03,US STOCKS-Wall St set for flat open and low volume; Microsoft eyed
2012/07/04,Power cuts spark protests as India swelters
2012/07/06,"Facebook, Yahoo tie up, settle lawsuits"
2012/07/08,Analysis: Microsoft loss reflects Web display ad world's woes
2012/07/09,Silver Lake seeks $7.5 bln for next buyout fund
2012/07/09,Silver Lake seeks $7.5 billion for next buyout fund
2012/07/10,"Ouya: A hackable, $99 gaming console is in the works"
2012/07/10,Oracle continues to add social media muscle with Involver deal
2012/07/11,Melinda Gates pledges $560 mln for contraception
2012/07/11,Melinda Gates pledges $560 million for contraception
2012/07/12,Yahoo breach puts users of other sites at risk
2012/07/12,Videoconferencing app maker Fuzebox raises $20 mln
2012/07/15,Nokia cuts price of flagship smartphone in half
2012/07/16,Comcast buys Microsoft stake in MSNBC.com
2012/07/16,U.S. stock futures signal weaker Wall St open
2012/07/17,Google unit says will avoid U.S. import ban on smartphones
2012/07/17,"Yahoo will give new CEO time to get ""acclimated"" before providing guidance"
2012/07/17,EU antitrust regulators investigate Microsoft over browsers
2012/07/17,Google makes new concessions to EU regulators-paper
2012/07/17,Google makes new concessions to EU regulators: paper
2012/07/17,Microsoft says fixing browser issue as EU opens probe
2012/07/18,U.S. Congress mulls changes to patent lawsuit forum
2012/07/18,Congress mulls changes to patent lawsuit forum
2012/07/19,Instant View: Google's core Web biz strong; Microsoft succumbs to first loss
2012/07/19,Nokia's cash reserves hold up despite big loss
2012/07/19,Microsoft posts quarterly loss but beats Wall Street
2012/07/19,"Instant View: Nokia holds more cash than feared, posts steep loss"
2012/07/19,Cloud computing needs better contracts: EC
2012/07/20,Nokia revival hopes fade as analysts cut targets
2012/07/20,EU want Google concessions for all platforms-sources
2012/07/20,US STOCKS-Wall St falls as Europe's debt crisis resurfaces
2012/07/20,US STOCKS-Wall St falls on concerns over Spain
2012/07/20,EU wants Google concessions for all platforms: sources
2012/07/20,US STOCKS-Wall St falls as Spain bailout feared
2012/07/20,US STOCKS-Wall St falls as EU crisis back in spotlight
2012/07/23,Bill Gates says much more work needed to turn tide of AIDS
2012/07/25,EU regulators seek global concessions from Google
2012/07/26,"WRAPUP 1-SK Hynix, LG Display tie fortunes to Apple as economy slows"
2012/07/26,"Analysis: Polycom faces painful, but necessary, shift to software"
2012/07/26,CORRECTED-UPDATE 1-Interpublic revenue misses as clients pull back on spending
2012/07/27,Google urges end to authors' digital book lawsuit
2012/07/27,"Amazon's Jeff Bezos, wife, make $2.5 million donation for gay marriage"
2012/07/27,"Amazon's Jeff Bezos, wife, make $2.5 mln donation for gay marriage"
2012/07/28,"Table Tennis-First Lady, Phelps and debut win in 24 hours"
2012/07/28,"First Lady, Phelps, win for Hsing"
2012/07/28,"Olympics-Table Tennis-First Lady, Phelps and debut win in 24 hrs"
2012/07/31,CORRECTED-General Atlantic invests $100 mln in Box
2012/07/31,Apple may be considering stock split: Bernstein
2012/08/01,Nokia links up with Groupon to promote deals on phone maps
2012/08/01,"REFILE-UPDATE 2-Lenovo executive dismisses Nokia bid talk as ""joke"""
2012/08/01,Analysis: Amazon pushes digital content on many gadgets
2012/08/06,Acer CEO wants a rethink by Microsoft: FT
2012/08/06,Acer CEO wants a rethink by Microsoft-FT
2012/08/07,"Former Apple designer says Samsung phones ""confusingly similar"""
2012/08/09,"Nokia sells 500 patents, Qt software to counter losses"
2012/08/10,Digia says to pay 4 mln eur for Qt to Nokia
2012/08/12,EA expects its digital sales to overtake boxed games
2012/08/13,Apple has licensed design patents to Microsoft-exec
2012/08/13,Kodak extends patent auction deadline as talks continue
2012/08/13,Apple expert shines light on Samsung sales in U.S.
2012/08/15,Games makers play catch-up with mobile market
2012/08/16,Breakingviews: Electronic Arts LBO would make tricky video game
2012/08/17,Pirates appeal German law on pre-paid phone IDs to EU
2012/08/20,"Ailing startup OnLive slashes staff, seeks more funding"
2012/08/20,Apple's market value exceeds Microsoft's during 1999 bubble
2012/08/21,"Apple, Samsung make final pitch to jury"
2012/08/21,Dell's outlook disappoints as PC market falters
2012/08/21,"Apple, Samsung lawyers make final pitches to U.S. jury"
2012/08/22,Merkel tops Forbes list of powerful women; Clinton No. 2
2012/08/22,Sony mulls hundreds of job cuts in Sweden: report
2012/08/22,Dell's weak outlook draws price target cuts; shares down
2012/08/22,Sony mulls hundreds of job cuts in Sweden-report
2012/08/23,"HP slides after weak outlook, brokers cut price targets"
2012/08/23,"HP mirrors Dell's bleak outlook, brokerages cut price targets"
2012/08/25,Apple patent victory boosts Microsoft as Asian vendors scramble
2012/08/27,Nokia jumps on hopes it can cash in on Samsung setback
2012/08/27,Analysis: Apple's win dents Android's standard-essential patent hopes
2012/08/27,Samsung shares drop $12 billion after Apple's court victory
2012/08/27,Latest Java software opens PCs to hackers: experts
2012/08/27,Apple seeks quick bans on eight Samsung phones
2012/08/28,How to play it: What Apple's victory means for mobile investors
2012/08/29,Sony launches Xperia tablet in push for mobile success
2012/08/29,Samsung launches first smartphone with new Windows software
2012/08/30,Amazon says Kindle Fire has sold out
2012/08/30,Oracle fixes bugs in Java that expose PCs to hackers
2012/08/31,Android phone makers back platform but consider other options
2012/09/04,Sony eschews cheap tablets as it pursues Samsung
2012/09/04,"Microsoft, Nokia pin hopes on new Lumia as mobile war escalates"
2012/09/05,ADR REPORT-Asian stocks track slump in local markets
2012/09/05,"US STOCKS-Wall St treads water, stays on ECB watch"
2012/09/05,US STOCKS-Wall St set for flat open; ECB eyed
2012/09/05,US STOCKS-Wall St inches up as investors await ECB
2012/09/05,Motorola unveils three phones for Verizon Wireless
2012/09/06,HTC eyes sales boost for Windows phones
2012/09/07,Verizon CEO: Samsung may be factor in mobile software war
2012/09/07,Intel seeks software experts in growing Windows tablet push
2012/09/08,EU says Microsoft pledged to meet antitrust requests on browsers
2012/09/11,Climate group sees progress in U.S. board rooms
2012/09/11,Intel pitches future of PCs at developer forum
2012/09/12,"Facebook CEO's ""search"" comments raise hopes, questions"
2012/09/12,"Facebook CEO's 'search' comments raise hopes, questions"
2012/09/13,"Nintendo prices 8GB Wii U at 26,250 yen, sales in Japan begin Dec 8"
2012/09/13,"Nintendo Wii U adds TV, video for November launch"
2012/09/13,Nintendo's $300 Wii U goes on sale November 18 in U.S
2012/09/13,"CORRECTED-UPDATE 4-Nintendo Wii U adds TV, video for Nov. launch"
2012/09/14,PCs no longer consume majority of DRAM chips: IHS iSuppli
2012/09/17,LG unveils new premium phone with voice-activated power camera
2012/09/17,Microsoft urges customers to install security tool
2012/09/17,Security experts warn of bug in Microsoft's Web browser
2012/09/18,Microsoft slows dividend growth
2012/09/18,Microsoft raises dividend 15 percent
2012/09/18,RIM shares rise on Microsoft file technology license deal
2012/09/18,"Animated chart of the day, Apple vs Microsoft edition"
2012/09/18,Germany urges public to stop using Internet Explorer
2012/09/19,Bank group warns of heightened risk of cyber attacks
2012/09/19,"HTC unveils two Windows phones, several carrier customers"
2012/09/19,"HTC unveils two Windows phones, multiple customers"
2012/09/19,CORRECTED-Richest 400 Americans' net worth hits $1.7 trln-Forbes
2012/09/19,Tech lobbying powerhouse set to open doors in Washington
2012/09/19,Salesforce launches new social media software to fend off competition
2012/09/20,Microsoft says has fixed Internet Explorer flaw
2012/09/20,"Microsoft, HP skirted taxes via offshore units-U.S. Senate panel"
2012/09/20,"Microsoft, HP skirted taxes via offshore units: U.S. Senate panel"
2012/09/20,Amazon's Lab126 expands in Silicon Valley
2012/09/20,Why Apple is settling EC’s e-books antitrust case – but not DOJ’s
2012/09/20,EU's Almunia sees no solution yet to Google antitrust case
2012/09/21,US seeks Internet data flow safeguards in Asia-Pacific trade pact
2012/09/21,U.S. seeks Internet data flow safeguards in Asia-Pacific trade pact
2012/09/21,Oracle boosts compensation of billionaire CEO Ellison
2012/09/21,Microsoft complains to China over piracy at state firms -report
2012/09/21,Microsoft complains to China over piracy at state firms: report
2012/09/24,Smile please! Click-free camera will capture a day in your life
2012/09/24,Huawei sees smartphones leading growth in consumer devices
2012/09/24,Red Hat narrows full-year revenue forecast
2012/09/24,Hutchison sees little room for concession on Orange Austria deal
2012/09/24,Conservatives urge House Speaker to nix wind tax credit
2012/09/24,Conservatives urge House Speaker to nix U.S. wind tax credit
2012/09/26,Barnes & Noble launches new tablets in e-books fight
2012/09/27,New York investment firm CEO Allen wins court case
2012/09/28,Google can't enforce German Microsoft injunction: ruling
2012/09/28,Nokia cuts smartphone prices before new models arrive
2012/09/28,Google can't enforce Microsoft injunction in Germany -US ruling
2012/10/02,"Venture-backed exits rise in 3rd-qtr, politics dampen outlook"
2012/10/02,Mobile computing wars pose tough choices for Internet publishers
2012/10/03,US works to shut down tech support scams that have cost millions
2012/10/03,U.S. works to shut down tech support scams that have cost millions
2012/10/04,U.S. Starbucks stores get Square mobile pay in November
2012/10/05,Motorola wins German patent case against Microsoft
2012/10/05,Senior smartphone executive leaves Nokia
2012/10/05,Amazon pays top dollar to buy Seattle HQ
2012/10/08,"Taiwan's HTC third-quarter net falls 79 percent, lags forecasts"
2012/10/08,Polycom seeks edge over rivals with new videoconferencing product
2012/10/09,Inrix retains bankers to file for 2013 IPO: WSJ
2012/10/09,CORRECTED-Inrix retains bankers to file for 2013 IPO: WSJ
2012/10/09,"US STOCKS SNAPSHOT-Intel falls on downgrade, takes Nasdaq lower"
2012/10/09,Microsoft CEO sees company becoming more like Apple
2012/10/09,"Microsoft CEO's bonus trimmed for Windows, browser misstep"
2012/10/10,CORRECTED-Inrix retains bankers to file for 2013 IPO: WSJ (Oct 9)
2012/10/10,Samsung Elec sends Seoul shares lower after U.S. tech sell-off
2012/10/10,"Barnes & Noble sees Nook fast growth, to go into 9 new countries"
2012/10/11,AMD warns of revenue drop as PC demand crumbles
2012/10/12,"CORRECTED-Microsoft sets Windows 8 price, opens for pre-order"
2012/10/12,"Microsoft sets Windows 8 price, opens for pre-order"
2012/10/12,Wall St Week Ahead: Investors turn wary as earnings picture dims
2012/10/13,Wall Street Week Ahead: Investors turn wary as earnings picture dims
2012/10/14,"Analysis: As PC era fades, good times may be over at Intel"
2012/10/14,CORRECTED-Wall St Week Ahead: Investors turn wary as earnings picture dims
2012/10/16,Intel's outlook fails to inspire hopes for PC recovery
2012/10/17,"Despite restrictions, corporations helped with Democratic convention"
2012/10/17,"Fast-growing Jumptap looks to possible IPO, sale"
2012/10/18,Microsoft profit falls as PC sales shrink
2012/10/18,Instant View: Microsoft's profit falls as PC sales shrink
2012/10/18,"Seoul shares weaken after Google, Microsoft results"
2012/10/18,"Weak Google results hit tech stocks, drag Wall Street down"
2012/10/18,"US STOCKS-Weak Google results hit tech stocks, drag Wall St down"
2012/10/18,"Nikkei continues bullish streak on weak yen, BOJ easing hopes"
2012/10/19,"US STOCKS- Wall St falls on poor earnings, worst day in 4 months"
2012/10/19,"ADR REPORT-Shares fall with global stocks, banks drop"
2012/10/19,EURO GOVT-Bunds little changed after euro bank reform deal
2012/10/19,"US STOCKS SNAPSHOT-Wall Street extends declines, tech sector weighs"
2012/10/19,US STOCKS SNAPSHOT-Nasdaq falls 2 pct on profit concerns
2012/10/19,Seoul shares falter as weak U.S. earnings add to local woes
2012/10/19,"Barclays cuts Microsoft price target, others await Windows 8 launch"
2012/10/19,CANADA FX-C$ weakens further ahead of inflation data
2012/10/19,Apple drops Java after experts warn Mac users on its security
2012/10/19,Russia's Yandex targets Google with expansion abroad
2012/10/19,US STOCKS-Wall St drops on earnings; S&P 500 testing support
2012/10/19,Wall Street Week Ahead: Investors face earnings blitz with dread
2012/10/19,US STOCKS-Wall St hits session lows on renewed profit concerns
2012/10/19,Wall St Week Ahead: Investors face earnings blitz with dread
2012/10/19,"GE, McDonald's give Wall Street a black eye on '87 crash date"
2012/10/19,"US STOCKS-GE, McDonald's give Wall St a black eye on '87 crash date"
2012/10/21,Activision hopes new Skylanders game is a holiday hit
2012/10/21,Sharp says boosts IGZO display output; shares soar
2012/10/22,Analysis: Most companies won't be early adopters of Windows 8
2012/10/22,"Weak tech spending hits Western Digital outlook, shares down"
2012/10/23,Nokia seeks $972 million from bonds to help drive fightback
2012/10/23,"VMware profit beats estimates, names new CFO"
2012/10/24,EU regulators charge Microsoft over browser breach
2012/10/24,CORRECTED-BRIEF-Bill Gates sells 4.5 mln shares of Microsoft
2012/10/24,Beautiful Microsoft tablet let down by software gaps: reviewers
2012/10/24,Nintendo profit outlook weakens ahead of Wii U launch
2012/10/24,EU warns Microsoft over new Windows 8 browser option
2012/10/25,Windows 8 recasts PC industry
2012/10/25,Windows 8 recasts PC industry: CEO Ballmer
2012/10/25,"Microsoft set to unveil Windows 8, Surface tablet"
2012/10/26,Interpublic revenue falls on lower client spending
2012/10/26,"Taiwan's HTC sees lower revenue, margins in fourth-quarter"
2012/10/26,Interpublic joins rivals in warning on slowing growth
2012/10/29,Microsoft CEO says Windows 8 sales rate higher than Windows 7
2012/10/29,Google unveils first 10-inch Nexus tablet
