Date,Title
2012/4/15,s.korea won slips on spain bond woes; bonds up
2012/4/16,samsung says to unveil new galaxy s smartphone on may 3
2012/4/17,"us judge sends apple, samsung to settlement talks"
2012/4/17,"corrected-us judge sends apple, samsung to settlement talks"
2012/4/17,"u.s. rejects import duties on refrigerators, steel wheels"
2012/4/17,"us rejects import duties on refrigerators, steel wheels"
2012/4/18,social media is gold for olympics advertisers
2012/4/19,"seoul shares edge down in choppy session, caution over spain auction"
2012/4/19,"asia fuel oil-s.korea's wp buys 60,000 t for may-june"
2012/4/19,rim's hiring of banker wouldn't signal sale: source
2012/4/22,"seoul shares fall as wary investors eye fomc, boj meetings"
2012/4/22,text-fitch: stabilisation measures have limited impact on korean refiners
2012/4/23,"seoul shares edge down on europe, fall cushioned by chart support"
2012/4/23,"seoul shares edge lower in thin trade, fomc eyed"
2012/4/24,"analysis: as technology shifts, asian giants wrestle for tv control"
2012/4/25,arabtec-tav group nears $3bln abu dhabi airport contract
2012/4/25,"sk hynix still reviewing elpida, posts 3rd quarterly loss"
2012/4/25,seoul shares inch lower to post a 5-day losing streak
2012/4/25,seoul shares erase gains to end flat; blue-chips rise
2012/4/25,samsung says new galaxy phone to use its quad-core processor
2012/4/26,samsung says may switch more memory chip lines to logic chips
2012/4/26,samsung overtakes nokia as world's top handset vendor -strategy analytics
2012/4/26,samsung sees q2 global handset market growing slightly from q1
2012/4/26,"seoul shares open up, samsung elec hits record high"
2012/4/26,samsung overtakes nokia as world's top handset vendor: strategy analytics
2012/4/27,"s.korea says buys 28,919 t non-glutinous rice"
2012/4/27,"nokia chairman-designate siilasmaa buys 200,000 shares"
2012/4/27,"seoul shares close up on techs, end two-week losing streak"
2012/4/27,seoul shares snap two-week skid; samsung at record closing high
2012/4/28,south korea resurrects $5.3 bln woori stake sale
2012/4/29,"seoul shares hit one-week high on tech, auto strength"
2012/4/29,"analysis: even in emerging markets, nokia's star is fading"
2012/4/30,rim may lose more ground in smartphone market: analyst
2012/4/30,"seoul shares hit 1-wk closing high on automakers, shipyards"
2012/4/30,samsung moves on from japan to nibble at apple
2012/5/2,taiwan banks seek court nod on promos asset sale
2012/5/2,s.korea shares drift lower as u.s jobs data pressures
2012/5/3,amazon's kindle fire shipments slump in q1: idc
2012/5/3,amazon's kindle fire shipments slump in q1-idc
2012/5/3,samsung unwraps latest galaxy rival to iphone
2012/5/4,"seoul shares edge lower on u.s. data, but snap 2-week slide"
2012/5/4,"sk hynix drops bid for japan's elpida, shares jump"
2012/5/7,"seoul shares rebound from 3-month trough, techs lead"
2012/5/7,seoul shares climb out of 3-month trough on technical support
2012/5/7,seoul shares hit 3-mth closing low; shipbuilders tumble
2012/5/8,seoul shares fall on greece impasse; shipbuilders tumble
2012/5/8,seoul shares seen lower as greek political turmoil weighs on markets
2012/5/9,seoul shares fall to fresh 3-month closing low
2012/5/9,seoul shares pull back from 3-1/2 mth low at key chart level
2012/5/9,huawei sees consumer devices sales up a third this year
2012/5/10,text-s&p:proposed samsung mobile merger is credit quality positive
2012/5/10,audience shares rise in debut on apple link
2012/5/10,"corrected-update 2-sony sees return to profit, aims to halve tv losses"
2012/5/10,"seoul shares end at 3-1/2 mth low, technical support trims loss"
2012/5/10,"sony sees return to profit, aims to halve tv losses"
2012/5/11,adr report-stocks led lower by asian adrs after china's weak data
2012/5/16,samsung loses $10 billion market value on apple order report
2012/5/16,table-samsung becomes top cellphone maker in q1
2012/5/16,refile-samsung elec extends fall as most korean shares steady
2012/5/16,samsung hammered as korean stocks fall to 4-month low
2012/5/17,samsung gets 9 mln preorders for new galaxy phone -report
2012/5/17,samsung life says won't bid for ing asia insurance biz
2012/5/17,samsung investors should worry less about apple
2012/5/17,samsung gets 9 million preorders for new galaxy phone: report
2012/5/17,seoul shares halt 6-day skid; samsung edges down
2012/5/17,seoul shares fall sharply to 2012 low on spanish bank woes
2012/5/17,seoul shares fall to lowest level of 2012
2012/5/17,seoul shares seen lower as euro zone fears dash risk appetite
2012/5/17,south korea may limit exports to iran on payment concerns: sources
2012/5/17,u.s. stock index futures signal slight bounce
2012/5/18,seoul shares plunge to 2012 closing-low in worst wk in 8-mths
2012/5/20,"apple, samsung ceos set for court talks"
2012/5/20,samsung's mobile chief says has options to settle war with apple
2012/5/20,seoul shares recover on large-cap rally
2012/5/21,south korean shares extend recovery on bargain pickups
2012/5/21,china mobile subscribers rise 1.1 pct to 1.02 bln in april
2012/5/21,seoul shares rebound on blue-chip bargains
2012/5/21,"seoul shares rise back above 1,800 points"
2012/5/22,"samsung electronics down 3 percent, leads blue-chip retreat"
2012/5/22,seoul shares extend gains on blue chip bargain hunting
2012/5/27,brazil's transpetro suspends most eas ship orders
2012/5/28,samsung launches galaxy s3 to cement smartphone supremacy
2012/5/28,"analysis: geography, not economy, counts in china's rebalancing"
2012/5/29,samsung galaxy s3 gets head start on rival iphone
2012/5/29,refile-update 3-samsung galaxy s3 gets head start on rival iphone
2012/5/29,family feud may disrupt samsung succession plans
2012/5/29,samsung boosts galaxy appeal with music hub
2012/5/29,technology puts viewers in charge at games
2012/5/29,apple ceo wants to make more products in u.s
2012/5/29,olympics-technology puts viewers in charge at games
2012/5/30,factbox: rim: what are its businesses really worth?
2012/6/1,"seoul shares end lower, but log weekly gain"
2012/6/3,hutchison in talks buy back control of partner comm
2012/6/4,hutchison nears deal to buy back control of partner
2012/6/4,apple faces delay in seeking u.s. ban of samsung tablets
2012/6/5,new sony ceo earns pay cut as well as promotion
2012/6/6,"samsung says galaxy s iii u.s. launch to go ahead, despite apple suit"
2012/6/7,samsung says to build a new $1.9 bln logic chip line
2012/6/7,samsung elec names components chief kwon as new ceo
2012/6/7,"samsung electronics moves ceo, seen grooming next leader"
2012/6/7,"seoul shares end at 1-wk high on europe, us policy hopes"
2012/6/7,"lowered outlook, new apple fight send htc shares to 2-year low"
2012/6/7,apple may seek to stop u.s. launch of galaxy phone
2012/6/8,seoul shares fall on concerns over weak global growth
2012/6/8,nokia shares jump 6 percent amid buyout rumors
2012/6/11,samsung denies interest in nokia
2012/6/12,seoul shares retreat as spain bailout cheer fades
2012/6/12,boc buys stake in uk carbon capture project
2012/6/13,"asia fuel oil-s.korea wp buys 30,000 t for july"
2012/6/14,"seoul shares fall as samsung electronics, blue chips weigh"
2012/6/14,"nokia cuts 10,000 more jobs as losses deepen"
2012/6/14,panasonic plans new appliance factory in europe
2012/6/14,take-a-look-troubles mount at nokia
2012/6/15,"seoul shares fall ahead of greek vote, samsung elec weighs"
2012/6/15,samsung lcd lines hit by brief power outage
2012/6/18,microsoft announces surface tablet
2012/6/20,seoul shares seen slightly down as fed disappoints
2012/6/20,s.korea stocks retreat as fed holds back on q3
2012/6/20,"nuance combines keyboard, voice for android"
2012/6/20,renesas shareholders agree to $633 million support: sources
2012/6/21,south korean shares fall on weak china manufacturing data
2012/6/21,samsung engineering says wins $2.5 billion uae deal
2012/6/22,samsung probes burnt out galaxy phone in ireland
2012/6/22,taiwan chip designer mediatek offers to buy rival mstar
2012/6/22,"s.korean shares fall on euro zone doubts, weak u.s. data"
2012/6/22,south korean shares fall on sour global growth outlook
2012/6/24,seoul shares hit 3-week intraday low as samsung slips
2012/6/24,samsung expects galaxy s iii sales to top 10 mln during july
2012/6/24,samsung expects q2 handset earnings to beat q1
2012/6/25,samsung engineering wins $2.1 bln kazakhstan deal
2012/6/25,samsung sees higher q2 handset earnings; u.s. supply crunch to ease
2012/6/25,samsung expects galaxy s iii sales to top 10 million during july
2012/6/25,seoul shares hit 3-week closing low; samsung elec slides
2012/6/25,"seoul shares fall to 3-wk closing low, samsung elec weighs"
2012/6/26,s.korean shares fall a 4th day on pessimism about europe summit
2012/6/27,judge halts u.s. sales of samsung galaxy tab
2012/6/27,seoul shares pare losses to end flat on late samsung rally
2012/6/27,seoul shares end flat after rally by samsung electronics
2012/6/27,"microsoft loses eu battle, fine trimmed by 4.3 percent"
2012/6/27,"refile-us stocks-wall st jumps on data, eyes eu summit"
2012/6/28,seoul shares edge lower as eu summit hits stalemate
2012/6/28,panasonic: oled tv price won't fall to lcd level soon
2012/6/29,apple scores second legal win vs samsung in a week
2012/6/29,sk hynix boosts flash chip capacity to meet rising demand
2012/7/1,thailand press-intouch may have to up stake-the nation
2012/7/2,judge rejects samsung's request to allow u.s. tablet sales
2012/7/2,"seoul shares edge down as samsung, eu details weigh"
2012/7/2,us stocks-wall st set for flat open; growth concerns weigh
2012/7/2,u.s. stock index futures signal gains; amylin eyed
2012/7/3,south korea hi-mart refuses to extend exclusive talks with mbk
2012/7/3,south korea's hi-mart refuses to extend exclusive talks with mbk
2012/7/3,seoul shares climb to 2-week high on global stimulus hopes
2012/7/3,"renesas seeks 5,000 job cuts for $542 mln yearly savings"
2012/7/3,samsung loses bid to lift ban on u.s. tablet sales
2012/7/3,u.s. judge rejects samsung request to lift stay on nexus sales
2012/7/4,u.s. judge rejects samsung request to lift stay on nexus sales
2012/7/4,apple suffers uk patent defeat to htc
2012/7/4,seoul shares extend gains on hopes of fresh easing steps
2012/7/5,"seoul shares drift lower, focus turns to u.s. jobs data"
2012/7/5,"seoul shares tick higher, samsung edges up on record q2 profit"
2012/7/5,samsung's galaxy powers record $5.9 billion profit; euro a worry
2012/7/5,"galaxy to power record $5.9 bln profit, but samsung sweats over euro"
2012/7/5,samsung elec estimates q2 profit at record $5.9 bln
2012/7/6,samsung loses bid for stay in u.s. fight over tablet
2012/7/6,seoul shares weighed down by samsung elec; focus on u.s data
2012/7/6,adr report-foreign shares dip as u.s. jobs report disappoint
2012/7/8,samsung elec shares fall 3 pct to 5-month intraday low
2012/7/8,japan's biggest banks target korean conglomerates for growth
2012/7/8,s.korean shares fall as us job data fuels growth worries
2012/7/9,s.korea shares hit 1-week low as us data stokes growth fears
2012/7/9,"samsung wins court case against apple because it's ""not as cool"""
2012/7/10,tsmc says evaluating asml's proposal to co-invest
2012/7/10,"new ipad hits china july 20, well behind other markets"
2012/7/10,interview-olympics-ioc eyes sponsor expansion in asia by 2016
2012/7/10,"ocz technology loss misses estimates, shares down"
2012/7/11,"seoul shares down for 4th day, chipmakers catch u.s.chill"
2012/7/12,lam research sees mostly stable demand for chip gear
2012/7/12,ntt docomo: expects to hit smartphones sales target
2012/7/15,nokia cuts price of flagship smartphone in half
2012/7/17,samsung buys chipmaker csr's handset technology
2012/7/17,samsung elec buys csr's mobile technology
2012/7/17,asml's q2 results pave way for possible r&d update
2012/7/18,judge rejects secrecy bids in apple vs. samsung battle
2012/7/18,seoul shares end lower as investors turn cautious
2012/7/18,"asml q2 profit beats estimates, sees stable h2 sales"
2012/7/18,congress mulls changes to patent lawsuit forum
2012/7/18,u.s. congress mulls changes to patent lawsuit forum
2012/7/18,"seoul shares rebound on us results, banks down on rate probe"
2012/7/19,"apple must run ""samsung did not copy ipad"" ads: report"
2012/7/19,apple must run 'samsung did not copy ipad' ads-report
2012/7/19,"analysts lift targets on skyworks, shares rise"
2012/7/19,nokia's cash reserves hold up despite big loss
2012/7/19,"blue chips lift s.korean stocks, but banks fall"
2012/7/19,"seoul shares rebound on blue-chip rally, but financials tumble"
2012/7/22,seoul shares fall more than 1.5 pct on spain debt chills
2012/7/22,htc sells back half of stake in audio firm beats
2012/7/22,htc sells back part of stake in audio firm beats
2012/7/23,toshiba cuts flash memory output at yokkaichi by 30 percent
2012/7/23,toshiba cuts flash memory output at yokkaichi by 30 pct
2012/7/23,"exclusive: apple, samsung chiefs disagree on patent values: source"
2012/7/23,apple vs samsung patent trial kicks off in australia
2012/7/24,apple estimates $2.525 bln damages in samsung battle
2012/7/24,apple claims $2.5 billion damages in samsung patent case
2012/7/24,"seoul shares hit 7-mth low on spain woes, downbeat u.s. earnings"
2012/7/25,apple says samsung patent royalty demands unfair
2012/7/25,"apple says samsung patent royalty demands ""unfair""-filing"
2012/7/25,"apple blames rare miss on new iphone anticipation, economy"
2012/7/26,"samsung sold 50.5 million smartphones in second quarter, almost twice what apple sold: report"
2012/7/26,"samsung sold 50.5 mln smartphones in q2, almost twice what apple sold-report"
2012/7/26,seoul shares seen buoyed by ecb; samsung meets profit f'cst
2012/7/26,samsung electronics shares jump over 4 percent after second-quarter results
2012/7/26,seoul shares gain on ecb hints; samsung up 2 pct after q2 results
2012/7/26,"china's ""millet"" phone maker hits nearly $1 billion in first half sales"
2012/7/26,"china's ""millet"" phone maker hits nearly $1 bln in h1 sales"
2012/7/27,"apple, samsung take patent fight to crucial california trial"
2012/7/27,"seoul shares rally to 2-1/2 week closing high on ecb, techs"
2012/7/27,silicon motion shares rise on upbeat quarterly results
2012/7/27,apple’s patent victory is a victory for competition
2012/7/27,apple buys mobile security firm authentec for $356 million
2012/7/27,"nokia finalizes finnish plant closure, repeats cut plans"
2012/7/29,"seoul shares hit 4-week high on ecb, fed stimulus hopes"
2012/7/30,"apple, samsung patent trial starts with jury selection"
2012/7/30,"u.s. sets duties on washers from mexico, south korea"
2012/7/30,seoul shares hit 4-week high on hopes of global c.bank action
2012/7/30,"apple gears up for sept 12 event, stokes iphone talk"
2012/7/30,"seoul shares extend gains on ecb, fed easing hopes"
2012/7/30,u.s. stock futures signal slightly lower wall st open
2012/7/31,"google delays widely-panned ""nexus q"" orb gadget"
2012/8/1,"fujitsu, nec, docomo launch smartphone chipmaker"
2012/8/2,"south korea shares fall on fed inaction, ecb in focus"
2012/8/2,apple seeks severe punishment for samsung lawyer's actions
2012/8/3,apple's jobs was open to making smaller ipad: executive
2012/8/3,apple exec urged firm to make 7-inch tablet in 2011 -email
2012/8/3,"smartphone maker htc sees  third-quarter revenue drop, only china to grow"
2012/8/3,apple's jobs was open to making a smaller ipad: executive
2012/8/5,samsung electronics shares rise more than 4 pct
2012/8/6,smartphone maker htc shares hit nearly 4-yr low on grim outlook
2012/8/6,"apple and samsung take australian legal battle to the ""hot tub"""
2012/8/6,"samsung, apple spar over gadgets' specs"
2012/8/7,"former apple designer says samsung phones ""confusingly similar"""
2012/8/7,former apple designer says samsung phones looked similar
2012/8/8,rim shares rise on hopes of samsung licensing deal
2012/8/10,samsung takes on apple at trial over value of phone features
2012/8/10,courtroom tension boils in apple-samsung showdown
2012/8/10,samsung takes on apple over value of phone features
2012/8/13,apple expert shines light on samsung sales in u.s.
2012/8/13,samsung engineering wins $843 mln bolivian construction contract
2012/8/13,apple has licensed design patents to microsoft-exec
2012/8/13,text-s&p: outlook on samsung revised to positive; rtgs affirmed
2012/8/14,s.korea's samsung engineering wins $840 mln order in bolivia
2012/8/14,"at trial, it's samsung's turn to say apple copied"
2012/8/15,"judge urges apple, samsung to settle before verdict"
2012/8/15,samsung unveils new tablet to challenge apple's ipad
2012/8/15,judge urges apple and samsung to settle ahead of verdict
2012/8/15,lenovo beats estimates with 30 percent first-quarter profit rise
2012/8/15,lenovo beats estimates with 30 pct q1 profit rise
2012/8/16,rim plans new contact management features on bb10 devices
2012/8/17,samsung expert: apple overstates its damages at trial
2012/8/19,seoul shares edge lower as samsung elec weighs
2012/8/19,"samsung electronics shares fall 3 percent, cooling after 23 percent surge"
2012/8/19,"seoul shares slip, bump up against technical resistance"
2012/8/19,"samsung elec shares fall 3 pct, cooling after 23 pct surge"
2012/8/20,seoul shares close nearly flat as post-rally fatigue sets in
2012/8/20,seoul shares gain ground; shipyards lead
2012/8/21,"apple, samsung make final pitch to jury"
2012/8/21,"apple, samsung lawyers make final pitches to u.s. jury"
2012/8/21,u.s. stock futures signal gains; facebook eyed
2012/8/21,seoul shares fall on profit-taking after sharp rally
2012/8/21,us stocks-wall st poised to make four-year high
2012/8/22,california jurors get to work in apple vs. samsung trial
2012/8/22,"analysis: in apple vs. samsung, alchemy of damages takes the stage"
2012/8/22,"loewe sees sales up on new products, stable prices"
2012/8/23,seoul court rules apple infringed two samsung patents
2012/8/24,samsung's phones infringed on some apple patents-jury
2012/8/24,apple share of china smartphone mkt almost halved in q2: idc
2012/8/24,corrected-update 1-apple share of china smartphone mkt almost halved in q2: idc
2012/8/24,"corrected-(official)-apple share of china smartphone mkt almost halved in q2, lenovo gains: idc"
2012/8/24,"apple share of china smartphone mkt almost halved in q2, lenovo gains: idc"
